,detected_date,img_src,href,product_title,price_value,seller_info
325,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/b2/2a04b21df7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757454771,아식스 스니커즈 블랙 SS22 1011B203002,"229,000",바잉버디dom
326,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/d1/2a04d175b7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757482857,아식스 스니커즈 SS22 1011B362750,"156,300",마수리샵
327,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/e5/2a04e5eb47.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757498913,아식스 스니커즈 SS22 1011B203100,"303,000",주식회사구하다
328,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/e7/2a04e73cc7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757499878,(명품직구) 22FW 아식스 슈즈 1201A656PL,"303,000",주식회사구하다
329,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/e8/2a04e82c17.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757500605,(명품직구) 22FW 아식스 슈즈 1201A645EL,"222,900",lussuosa
330,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/eb/2a04eb6c27.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757503075,아식스(asics) 아식스 젤 인피니 OG 가볍고 쿠션 좋은 초 경량 런닝화 마라톤화,"244,600",lussuosa
331,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/66/2a05668787.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757585257,국내 매장판 ASICS 아식스 X NU LABEL 젤-PTG VC - 건메탈:블랙 / 1201A513-020 GEL-PTG GUNMETAL/BLACK 19,"182,600",마수리샵
332,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e6/2a05e64347.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757677199,국내 매장판 ASICS FN3-S 젤-카야노 28 - 스위트 드림:그린 아이즈 / 1202A261-700 GEL-KAYANO SWEET DREAM,"295,300",제이엠리템
333,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e6/2a05e68207.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757677384,아식스 ASICS 유니 젤 프리샷 클래식 3 골프화 실버/크림 11.5 Wide Women/10 Men,"295,300",제이엠리템
334,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e6/2a05e6be37.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757677552,(명품직구) 22FW 아식스 스니커즈 1201A445 200 PUTTY HABANERO,"295,300",제이엠리템
335,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e7/2a05e701e7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757677741,(명품직구) 22FW 아식스 슈즈 1201A440 301 MULTI,"303,200",제이엠리템
336,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e7/2a05e724d7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757677839,아식스 스니커즈 SS22 1011B362750,"303,200",제이엠리템
337,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e7/2a05e74677.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757677930,아식스 스니커즈 SS22 1011B203100,"436,900",제이엠리템
338,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e7/2a05e78c07.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757678117,아식스 ASICS 남성용 Lethal Tigreor 4 ST 축구화 펄 화이트/네이비 8,"436,900",제이엠리템
339,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/05/e7/2a05e7cfc7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757678311,ASICS 아식스 러닝화 조깅화 TARTHER JAPAN - 화이트 블루 프린트,"303,200",제이엠리템
